content,score,at,thumbsUpCount,source,app_name,text,clean_text,sentiment_compound,sentiment_positive,sentiment_negative,sentiment_label,cluster_id,topic_category
"Disappointed in Addition Upcharge - Using Duolingo to learn Spanish. when I first started, they had piloted AI for interactive conversation. Then they discontinued the pilot and are charging a fairly hefty price for that feature. Also are requiring this new, extra subscription to explain what you did wrong. This really sucks as part of learning new language is helping you understand why something is wrong. Looking at other options, as Duo really falls short in these two areas .",2,2025-04-13 10:28:40,409,play_store,Duolingo,"Disappointed in Addition Upcharge - Using Duolingo to learn Spanish. when I first started, they had piloted AI for interactive conversation. Then they discontinued the pilot and are charging a fairly hefty price for that feature. Also are requiring this new, extra subscription to explain what you did wrong. This really sucks as part of learning new language is helping you understand why something is wrong. Looking at other options, as Duo really falls short in these two areas .",disappointed in addition upcharge - using duolingo to learn spanish when i first started they had piloted ai for interactive conversation then they discontinued the pilot and are charging a fairly hefty price for that feature also are requiring this new extra subscription to explain what you did wrong this really sucks as part of learning new language is helping you understand why something is wrong looking at other options as duo really falls short in these two areas,-0.8718,0.025,0.137,negative,0,Other
"This app had me hooked at one point. It is like any other MMO or progress Game project. It app places a lot of ads as the game obstacles. Then it leads you for months thinking you have the ending on the verbs right, to change it all up. And, do nothing to explain the wrong path they led you on. Save yourself w/$$ they say, knowing the ads are time consuming. Also the voice recognition is off. At this stage I think this app has outlived it's usefulness. I'm out, better off going to a library.",3,2025-07-21 01:54:24,166,play_store,Duolingo,"This app had me hooked at one point. It is like any other MMO or progress Game project. It app places a lot of ads as the game obstacles. Then it leads you for months thinking you have the ending on the verbs right, to change it all up. And, do nothing to explain the wrong path they led you on. Save yourself w/$$ they say, knowing the ads are time consuming. Also the voice recognition is off. At this stage I think this app has outlived it's usefulness. I'm out, better off going to a library.",this app had me hooked at one point it is like any other mmo or progress game project it app places a lot of ads as the game obstacles then it leads you for months thinking you have the ending on the verbs right to change it all up and do nothing to explain the wrong path they led you on save yourself w they say knowing the ads are time consuming also the voice recognition is off at this stage i think this app has outlived it's usefulness i'm out better off going to a library,0.7845,0.124,0.052,positive,2,Other
"Sorry for last rude comment. I found the new update quite good, while the XP bonus potion won't get after each small topic finished, but I get the potion from daily task, and x3 XP Bonus, which makes me finally can play the main topic without worrying getting too much XP bonus, then felt wasted if I quit the game on halfway. Only things i don't like still the feedback page still loading when clicked from the setting menu. And I also lost some of my XP Bonus in the past weeks.",4,2024-11-26 20:33:01,474,play_store,Duolingo,"Sorry for last rude comment. I found the new update quite good, while the XP bonus potion won't get after each small topic finished, but I get the potion from daily task, and x3 XP Bonus, which makes me finally can play the main topic without worrying getting too much XP bonus, then felt wasted if I quit the game on halfway. Only things i don't like still the feedback page still loading when clicked from the setting menu. And I also lost some of my XP Bonus in the past weeks.",sorry for last rude comment i found the new update quite good while the xp bonus potion won't get after each small topic finished but i get the potion from daily task and x3 xp bonus which makes me finally can play the main topic without worrying getting too much xp bonus then felt wasted if i quit the game on halfway only things i don't like still the feedback page still loading when clicked from the setting menu and i also lost some of my xp bonus in the past weeks,0.9755,0.289,0.104,positive,2,Other
"Came back after years, waiting still for Slovak to be added but hasn't happened yet. Duolingo works well motivating you, it's intuitive, so I do recommend that. But I'm shocked after coming back and finding so intensely much advertising which wasn't there before. Especially for their own paid programme. Duolingo, I don't need reminding after every lesson, this is way overdone and to no avail.",3,2025-03-25 14:41:07,145,play_store,Duolingo,"Came back after years, waiting still for Slovak to be added but hasn't happened yet. Duolingo works well motivating you, it's intuitive, so I do recommend that. But I'm shocked after coming back and finding so intensely much advertising which wasn't there before. Especially for their own paid programme. Duolingo, I don't need reminding after every lesson, this is way overdone and to no avail.",came back after years waiting still for slovak to be added but hasn't happened yet duolingo works well motivating you it's intuitive so i do recommend that but i'm shocked after coming back and finding so intensely much advertising which wasn't there before especially for their own paid programme duolingo i don't need reminding after every lesson this is way overdone and to no avail,0.7046,0.139,0.075,positive,3,Pricing & value
"The super Duolingo ads are super annoying. After every challenge they spam you an ad. We get it already. We'll sign up if we want. We're aware that the offering exists. Also, no grammar rules are provided. You have to sus them out for yourself. You can't even be sure what you're learning is correct via cross referencing. Am speaking about the Japanese language lessons.",3,2025-09-17 23:07:35,48,play_store,Duolingo,"The super Duolingo ads are super annoying. After every challenge they spam you an ad. We get it already. We'll sign up if we want. We're aware that the offering exists. Also, no grammar rules are provided. You have to sus them out for yourself. You can't even be sure what you're learning is correct via cross referencing. Am speaking about the Japanese language lessons.",the super duolingo ads are super annoying after every challenge they spam you an ad we get it already we'll sign up if we want we're aware that the offering exists also no grammar rules are provided you have to sus them out for yourself you can't even be sure what you're learning is correct via cross referencing am speaking about the japanese language lessons,0.2589,0.135,0.122,positive,1,Pricing & value
"I can't handle the Duolingo ads with the loud American voice. I have to shut the app. I wish they used the normal ads all the time, but 9/10 ads are the duolingo one and the abrupt loudness of the American voice stresses me out, so I just shut the app entirely. It disincentivises me from doing any extra lessons because that ad almosy always plays. That excessively noisy ad alone will be the reason I inevitably stop using this app. The app is good and ads fine, just not the Duolingo ad.",3,2024-10-03 01:29:22,56,play_store,Duolingo,"I can't handle the Duolingo ads with the loud American voice. I have to shut the app. I wish they used the normal ads all the time, but 9/10 ads are the duolingo one and the abrupt loudness of the American voice stresses me out, so I just shut the app entirely. It disincentivises me from doing any extra lessons because that ad almosy always plays. That excessively noisy ad alone will be the reason I inevitably stop using this app. The app is good and ads fine, just not the Duolingo ad.",i can't handle the duolingo ads with the loud american voice i have to shut the app i wish they used the normal ads all the time but 9 10 ads are the duolingo one and the abrupt loudness of the american voice stresses me out so i just shut the app entirely it disincentivises me from doing any extra lessons because that ad almosy always plays that excessively noisy ad alone will be the reason i inevitably stop using this app the app is good and ads fine just not the duolingo ad,-0.2382,0.097,0.105,negative,1,Pricing & value
"The amount of ads is genuinely ridiculous now. Often I have to click/wait through 3 or 4 ads. And now I've seen multiple ads for alcoholic beverages. As someone who chooses to be sober for very good reasons I find the ads extremely offensive. Booze ads are the last thing I want to see in the morning, and for an ""educational"" platform I was surprised to see that they don't care what the ad content is. God forbid there are underage people or folks who struggle with alcohol abuse using this app.",1,2025-02-22 22:49:39,130,play_store,Duolingo,"The amount of ads is genuinely ridiculous now. Often I have to click/wait through 3 or 4 ads. And now I've seen multiple ads for alcoholic beverages. As someone who chooses to be sober for very good reasons I find the ads extremely offensive. Booze ads are the last thing I want to see in the morning, and for an ""educational"" platform I was surprised to see that they don't care what the ad content is. God forbid there are underage people or folks who struggle with alcohol abuse using this app.",the amount of ads is genuinely ridiculous now often i have to click wait through 3 or 4 ads and now i've seen multiple ads for alcoholic beverages as someone who chooses to be sober for very good reasons i find the ads extremely offensive booze ads are the last thing i want to see in the morning and for an educational platform i was surprised to see that they don't care what the ad content is god forbid there are underage people or folks who struggle with alcohol abuse using this app,-0.8667,0.078,0.158,negative,1,Pricing & value
I use to love Duo but I now understand that for the conceptor IT'S A GAME NO A LEARNING TOOL I like the grammar rules but you can't learn be fluent unless you interact with somebody. With Duo it's repetition of where you are in the levels but they really should include word learned at earlier levels as Iforgot some of it. The streak and scores are annoying as they just want you to play as long possible because for them it's a GAME. I'm looking now for other app as I want to learn not play a game,2,2025-01-28 00:13:17,65,play_store,Duolingo,I use to love Duo but I now understand that for the conceptor IT'S A GAME NO A LEARNING TOOL I like the grammar rules but you can't learn be fluent unless you interact with somebody. With Duo it's repetition of where you are in the levels but they really should include word learned at earlier levels as Iforgot some of it. The streak and scores are annoying as they just want you to play as long possible because for them it's a GAME. I'm looking now for other app as I want to learn not play a game,i use to love duo but i now understand that for the conceptor it's a game no a learning tool i like the grammar rules but you can't learn be fluent unless you interact with somebody with duo it's repetition of where you are in the levels but they really should include word learned at earlier levels as iforgot some of it the streak and scores are annoying as they just want you to play as long possible because for them it's a game i'm looking now for other app as i want to learn not play a game,0.2373,0.106,0.08,positive,3,Pricing & value
"Welcome to capitalism. Duo has substantially changed, preventing ANY practicing unless you are completely out of hearts, and when you ARE fully out of hearts, can only practice once. I don't have a problem with the ads, I'm not paying, and the ads aren't obtrusive, just the standard garbage mobile ads. But the lack of practice at this point is a VERY CLEAR and OBVIOUS attempt to shove their super/Max subscriptions. 590 day streak, goodbye. I'm disappointed.",1,2024-12-12 17:50:28,436,play_store,Duolingo,"Welcome to capitalism. Duo has substantially changed, preventing ANY practicing unless you are completely out of hearts, and when you ARE fully out of hearts, can only practice once. I don't have a problem with the ads, I'm not paying, and the ads aren't obtrusive, just the standard garbage mobile ads. But the lack of practice at this point is a VERY CLEAR and OBVIOUS attempt to shove their super/Max subscriptions. 590 day streak, goodbye. I'm disappointed.",welcome to capitalism duo has substantially changed preventing any practicing unless you are completely out of hearts and when you are fully out of hearts can only practice once i don't have a problem with the ads i'm not paying and the ads aren't obtrusive just the standard garbage mobile ads but the lack of practice at this point is a very clear and obvious attempt to shove their super max subscriptions 590 day streak goodbye i'm disappointed,0.8777,0.192,0.087,positive,1,Pricing & value
"duolingo is very easy to use and also very enjoyable with the games. the only downside would be the hearts, but that's why super duolingo is extra helpful. if you're trying to learn a language, I would recommend duolingo, or even if you want to do art, or even maths! it does take a long while, but that just makes your learning more thorough",5,2025-02-19 13:03:35,404,play_store,Duolingo,"duolingo is very easy to use and also very enjoyable with the games. the only downside would be the hearts, but that's why super duolingo is extra helpful. if you're trying to learn a language, I would recommend duolingo, or even if you want to do art, or even maths! it does take a long while, but that just makes your learning more thorough",duolingo is very easy to use and also very enjoyable with the games the only downside would be the hearts but that's why super duolingo is extra helpful if you're trying to learn a language i would recommend duolingo or even if you want to do art or even maths it does take a long while but that just makes your learning more thorough,0.9589,0.264,0.019,positive,0,Other
"I am hard of hearing...a hearing loss. I wear 2 hearing aids. There is NO accessible way to use this app. I struggle to understand what Jr & Zari are saying. Zari's voice is so high pitched & fast it doesn't register. Even when the turtle option is available I can't understand her. I don't have Super Duolingo anymore, I use the hearts. I basically lose hearts because I can't hear. Really?!!",2,2025-07-21 05:43:37,147,play_store,Duolingo,"I am hard of hearing...a hearing loss. I wear 2 hearing aids. There is NO accessible way to use this app. I struggle to understand what Jr & Zari are saying. Zari's voice is so high pitched & fast it doesn't register. Even when the turtle option is available I can't understand her. I don't have Super Duolingo anymore, I use the hearts. I basically lose hearts because I can't hear. Really?!!",i am hard of hearing a hearing loss i wear 2 hearing aids there is no accessible way to use this app i struggle to understand what jr zari are saying zari's voice is so high pitched fast it doesn't register even when the turtle option is available i can't understand her i don't have super duolingo anymore i use the hearts i basically lose hearts because i can't hear really,-0.3498,0.1,0.164,negative,1,Pricing & value
"This app is really good to use when learning a new language is needed, I even learnt some extra english words from it! There is just a minor change I want to see. You know how we have those leaderboards/leagues? I wish that we could sometimes turn it off whenever we want as it feels stressful to see who has more xp while I am very busy everyday and have less time to use duolingo.",4,2025-05-23 04:28:11,195,play_store,Duolingo,"This app is really good to use when learning a new language is needed, I even learnt some extra english words from it! There is just a minor change I want to see. You know how we have those leaderboards/leagues? I wish that we could sometimes turn it off whenever we want as it feels stressful to see who has more xp while I am very busy everyday and have less time to use duolingo.",this app is really good to use when learning a new language is needed i even learnt some extra english words from it there is just a minor change i want to see you know how we have those leaderboards leagues i wish that we could sometimes turn it off whenever we want as it feels stressful to see who has more xp while i am very busy everyday and have less time to use duolingo,0.7258,0.134,0.039,positive,0,Other
"This app is ridiculous. I regret actually paying for it. You pay for one version, and it doesn't even unlock all the perks that are actually helpful. They're always trying to get you to upgrade to a more expensive version. It's fun at first, but after a certain level, it feels more like a chore. The people in the higher leagues score so many so quickly that I'm not convinced they're real people. I went from finishing 1st place every week to not even being able to keep up with the leaders.",1,2025-03-11 18:56:40,477,play_store,Duolingo,"This app is ridiculous. I regret actually paying for it. You pay for one version, and it doesn't even unlock all the perks that are actually helpful. They're always trying to get you to upgrade to a more expensive version. It's fun at first, but after a certain level, it feels more like a chore. The people in the higher leagues score so many so quickly that I'm not convinced they're real people. I went from finishing 1st place every week to not even being able to keep up with the leaders.",this app is ridiculous i regret actually paying for it you pay for one version and it doesn't even unlock all the perks that are actually helpful they're always trying to get you to upgrade to a more expensive version it's fun at first but after a certain level it feels more like a chore the people in the higher leagues score so many so quickly that i'm not convinced they're real people i went from finishing 1st place every week to not even being able to keep up with the leaders,0.5651,0.102,0.076,positive,1,Pricing & value
"I had had a 5 star review but there are some issues. Glitches with the music sections... I play the note and it remains greyed out. it thinks the note before was not- not sure... but have to restart the lesson. Not a fan when there are other ""player""- sometimes it seems to lag beyond the actual beat or off rythm ever so slightly. then... today all of a sudden there is a chime noise in the middle of my playing to tell me good job with a highlight? it has messed me up numerous times. WHY?",2,2025-09-19 09:10:17,174,play_store,Duolingo,"I had had a 5 star review but there are some issues. Glitches with the music sections... I play the note and it remains greyed out. it thinks the note before was not- not sure... but have to restart the lesson. Not a fan when there are other ""player""- sometimes it seems to lag beyond the actual beat or off rythm ever so slightly. then... today all of a sudden there is a chime noise in the middle of my playing to tell me good job with a highlight? it has messed me up numerous times. WHY?",i had had a 5 star review but there are some issues glitches with the music sections i play the note and it remains greyed out it thinks the note before was not- not sure but have to restart the lesson not a fan when there are other player - sometimes it seems to lag beyond the actual beat or off rythm ever so slightly then today all of a sudden there is a chime noise in the middle of my playing to tell me good job with a highlight it has messed me up numerous times why,0.6883,0.127,0.077,positive,4,Other
"Absolutely love Duolingo - I've tried lots of other apps, YouTube etc, but it's just sticks with Duolingo! I've signed up to premium but you really don't need to! Learning with Duolingo feels a bit like a game, so I'm always trying to do better than the last round - it'll make sense when you use it! I started off just doing a lesson a day, now I do 5 or more every day - and I'm learning two languages fully, but dabbling with 4 others! Brilliant app - if I could give it more stars I would ⭐",5,2025-05-30 23:48:47,419,play_store,Duolingo,"Absolutely love Duolingo - I've tried lots of other apps, YouTube etc, but it's just sticks with Duolingo! I've signed up to premium but you really don't need to! Learning with Duolingo feels a bit like a game, so I'm always trying to do better than the last round - it'll make sense when you use it! I started off just doing a lesson a day, now I do 5 or more every day - and I'm learning two languages fully, but dabbling with 4 others! Brilliant app - if I could give it more stars I would ⭐",absolutely love duolingo - i've tried lots of other apps youtube etc but it's just sticks with duolingo i've signed up to premium but you really don't need to learning with duolingo feels a bit like a game so i'm always trying to do better than the last round - it'll make sense when you use it i started off just doing a lesson a day now i do 5 or more every day - and i'm learning two languages fully but dabbling with 4 others brilliant app - if i could give it more stars i would,0.9437,0.138,0.0,positive,3,Pricing & value
It's a lot of fun and I actually do feel like I am learning a lot + have been able to hold conversations in Spanish much more than I used to after only reaching a Duolingo score of 30 out of 120 possible here right now. It is still buggy though and a lot of times I won't get the XP that I'm expecting or the conversation with Lily will freeze.,4,2025-01-19 21:15:40,40,play_store,Duolingo,It's a lot of fun and I actually do feel like I am learning a lot + have been able to hold conversations in Spanish much more than I used to after only reaching a Duolingo score of 30 out of 120 possible here right now. It is still buggy though and a lot of times I won't get the XP that I'm expecting or the conversation with Lily will freeze.,it's a lot of fun and i actually do feel like i am learning a lot have been able to hold conversations in spanish much more than i used to after only reaching a duolingo score of 30 out of 120 possible here right now it is still buggy though and a lot of times i won't get the xp that i'm expecting or the conversation with lily will freeze,0.6824,0.116,0.029,positive,2,Other
"it's expensive to upgrade. even when you upgrade, there's additional upgrades like calls with Lily that you have to pay for again. great app but not sure it's worth the money. wish there was more math but it only goes so far. the new lightning rounds event is buggy and the XP bar doesn't progress so you get no points for answering a lot of questions.",4,2025-05-02 16:20:04,165,play_store,Duolingo,"it's expensive to upgrade. even when you upgrade, there's additional upgrades like calls with Lily that you have to pay for again. great app but not sure it's worth the money. wish there was more math but it only goes so far. the new lightning rounds event is buggy and the XP bar doesn't progress so you get no points for answering a lot of questions.",it's expensive to upgrade even when you upgrade there's additional upgrades like calls with lily that you have to pay for again great app but not sure it's worth the money wish there was more math but it only goes so far the new lightning rounds event is buggy and the xp bar doesn't progress so you get no points for answering a lot of questions,0.1064,0.14,0.148,positive,2,Other
"IT IS THE BEST APP FOR LEARNING LANGUAGES EVER, there cannot be any better app than this. And this is also attractive because it makes me wanna do more so I can beat my friend lol, but sometimes u are unable to hear, only hear 2 words in matching for some reason, you already thought that ahead and out an option, greattt, and I don't need to worry because I'm good at ready from sulolingo before this datretd happening. And the is no animation also for sometime but it's ok. I recommend to download.",5,2025-01-19 19:00:55,7463,play_store,Duolingo,"IT IS THE BEST APP FOR LEARNING LANGUAGES EVER, there cannot be any better app than this. And this is also attractive because it makes me wanna do more so I can beat my friend lol, but sometimes u are unable to hear, only hear 2 words in matching for some reason, you already thought that ahead and out an option, greattt, and I don't need to worry because I'm good at ready from sulolingo before this datretd happening. And the is no animation also for sometime but it's ok. I recommend to download.",it is the best app for learning languages ever there cannot be any better app than this and this is also attractive because it makes me wanna do more so i can beat my friend lol but sometimes u are unable to hear only hear 2 words in matching for some reason you already thought that ahead and out an option greattt and i don't need to worry because i'm good at ready from sulolingo before this datretd happening and the is no animation also for sometime but it's ok i recommend to download,0.9602,0.221,0.04,positive,0,Other
"I really enjoyed this app when the voices were native speakers. Considered upgrading to a paid account until they switched over to ai and increased the subscription price. The AI voices often mispronounce words and do not help with learning to understand a native speaker. Still fun, but not as educational as it once was.",3,2025-05-28 21:21:05,102,play_store,Duolingo,"I really enjoyed this app when the voices were native speakers. Considered upgrading to a paid account until they switched over to ai and increased the subscription price. The AI voices often mispronounce words and do not help with learning to understand a native speaker. Still fun, but not as educational as it once was.",i really enjoyed this app when the voices were native speakers considered upgrading to a paid account until they switched over to ai and increased the subscription price the ai voices often mispronounce words and do not help with learning to understand a native speaker still fun but not as educational as it once was,0.5216,0.102,0.028,positive,2,Other
"This app crashes out frequently. i cant even use this app right now. it just keep getting stuck on one lesson and doesnt move on the other lesson. sometimes it gets stuck on the loading screen. Honestly, this is so annoying. this app doesnt even deserve one star. after every lesson theres always a 30 or 15 seconds ad. so it makes more annoying to use it. i hope they fix these problems.",1,2025-05-21 22:28:08,48,play_store,Duolingo,"This app crashes out frequently. i cant even use this app right now. it just keep getting stuck on one lesson and doesnt move on the other lesson. sometimes it gets stuck on the loading screen. Honestly, this is so annoying. this app doesnt even deserve one star. after every lesson theres always a 30 or 15 seconds ad. so it makes more annoying to use it. i hope they fix these problems.",this app crashes out frequently i cant even use this app right now it just keep getting stuck on one lesson and doesnt move on the other lesson sometimes it gets stuck on the loading screen honestly this is so annoying this app doesnt even deserve one star after every lesson theres always a 30 or 15 seconds ad so it makes more annoying to use it i hope they fix these problems,-0.7418,0.069,0.155,negative,2,Other
"I enjoyed Duolingo for a while but got tired of useful features being removed and changes to the gamification that meant rewards were withheld constantly. It's just not fun to play any more and the push to paying even more for the MAX (basically AI) version means that the language learning part is less useful now too, because functionality has been hidden or moved to the MAX tier. I'm going to find a more reliable app that actually teaches me how to use a language instead of this buggy one.",2,2024-12-07 03:51:49,142,play_store,Duolingo,"I enjoyed Duolingo for a while but got tired of useful features being removed and changes to the gamification that meant rewards were withheld constantly. It's just not fun to play any more and the push to paying even more for the MAX (basically AI) version means that the language learning part is less useful now too, because functionality has been hidden or moved to the MAX tier. I'm going to find a more reliable app that actually teaches me how to use a language instead of this buggy one.",i enjoyed duolingo for a while but got tired of useful features being removed and changes to the gamification that meant rewards were withheld constantly it's just not fun to play any more and the push to paying even more for the max basically ai version means that the language learning part is less useful now too because functionality has been hidden or moved to the max tier i'm going to find a more reliable app that actually teaches me how to use a language instead of this buggy one,0.5579,0.127,0.093,positive,0,Other
"The ads have recently become so obtrusive that the app is unusable. After each completed lesson, I must close the app and then reopen in order to progress any further. After completing over a six year streak, it's hard to say goodbye. But, the app is no longer fulfilling what it had promised.",1,2025-01-26 07:32:07,61,play_store,Duolingo,"The ads have recently become so obtrusive that the app is unusable. After each completed lesson, I must close the app and then reopen in order to progress any further. After completing over a six year streak, it's hard to say goodbye. But, the app is no longer fulfilling what it had promised.",the ads have recently become so obtrusive that the app is unusable after each completed lesson i must close the app and then reopen in order to progress any further after completing over a six year streak it's hard to say goodbye but the app is no longer fulfilling what it had promised,0.2846,0.089,0.069,positive,1,Pricing & value
"Beginning levels are great for when you want to learn a little of the language of a country you are visiting, but after that I would not use this to learn a language from scratch. I use it everyday but only to supplement the formal classes I'm taking and to keep my vocab up now that I no longer live in the country I was learning the language for. You have to get Max in order to actually understand why you got a question wrong and there's no real explanation of grammar prior to doing a leason.",2,2024-10-28 04:14:53,38,play_store,Duolingo,"Beginning levels are great for when you want to learn a little of the language of a country you are visiting, but after that I would not use this to learn a language from scratch. I use it everyday but only to supplement the formal classes I'm taking and to keep my vocab up now that I no longer live in the country I was learning the language for. You have to get Max in order to actually understand why you got a question wrong and there's no real explanation of grammar prior to doing a leason.",beginning levels are great for when you want to learn a little of the language of a country you are visiting but after that i would not use this to learn a language from scratch i use it everyday but only to supplement the formal classes i'm taking and to keep my vocab up now that i no longer live in the country i was learning the language for you have to get max in order to actually understand why you got a question wrong and there's no real explanation of grammar prior to doing a leason,-0.7935,0.035,0.092,negative,0,Other
"The ""speak"" exercise in your practice section sucks. I'm speaking the words but the microphone doesn't register what I am saying and keeps asking me to try again. FIX THIS ASAP. Next, for daily quests, stop forcing me to do ""complete the next 3 lessons"" or ""read the next story in your path"". It's ridiculous. Lastly, the app glitches out(awards I've earned keep disappearing, the layout for questions in lessons gets messed and words learned is at 0). I would give this app -10 stars.",1,2025-06-09 12:57:56,186,play_store,Duolingo,"The ""speak"" exercise in your practice section sucks. I'm speaking the words but the microphone doesn't register what I am saying and keeps asking me to try again. FIX THIS ASAP. Next, for daily quests, stop forcing me to do ""complete the next 3 lessons"" or ""read the next story in your path"". It's ridiculous. Lastly, the app glitches out(awards I've earned keep disappearing, the layout for questions in lessons gets messed and words learned is at 0). I would give this app -10 stars.",the speak exercise in your practice section sucks i'm speaking the words but the microphone doesn't register what i am saying and keeps asking me to try again fix this asap next for daily quests stop forcing me to do complete the next 3 lessons or read the next story in your path it's ridiculous lastly the app glitches out awards i've earned keep disappearing the layout for questions in lessons gets messed and words learned is at 0 i would give this app -10 stars,-0.7096,0.042,0.114,negative,4,Other
"I am learning Spanish and doing better than I did in high school with a teacher. I can work at my own pace. It's kind of like a game, too, so it's lots of fun. The only thing I wish was if it explained things a little better from the beginning. As I advanced into the program, I got confused, but there are tips to help explain and all for free. Of course, there is the option to pay money for more help, better games (in Spanish or whatever language), and even calling videos. How fun.",5,2025-07-02 11:56:31,1499,play_store,Duolingo,"I am learning Spanish and doing better than I did in high school with a teacher. I can work at my own pace. It's kind of like a game, too, so it's lots of fun. The only thing I wish was if it explained things a little better from the beginning. As I advanced into the program, I got confused, but there are tips to help explain and all for free. Of course, there is the option to pay money for more help, better games (in Spanish or whatever language), and even calling videos. How fun.",i am learning spanish and doing better than i did in high school with a teacher i can work at my own pace it's kind of like a game too so it's lots of fun the only thing i wish was if it explained things a little better from the beginning as i advanced into the program i got confused but there are tips to help explain and all for free of course there is the option to pay money for more help better games in spanish or whatever language and even calling videos how fun,0.9805,0.268,0.028,positive,2,Other
"It's an amazing app but it has its flaws. The pronunciation on some things just sound completely different even if you slow it down. And the characters show what it looks like but sometimes when it comes down to drawing it it'll show something different. And last thing, for some reason I cannot buy the 1 month plan or the other ones, it just says the play store is being forced to stop. I'd like to buy a plan so it'd make it easier for me to not lose my streak.",4,2024-09-08 09:00:24,31,play_store,Duolingo,"It's an amazing app but it has its flaws. The pronunciation on some things just sound completely different even if you slow it down. And the characters show what it looks like but sometimes when it comes down to drawing it it'll show something different. And last thing, for some reason I cannot buy the 1 month plan or the other ones, it just says the play store is being forced to stop. I'd like to buy a plan so it'd make it easier for me to not lose my streak.",it's an amazing app but it has its flaws the pronunciation on some things just sound completely different even if you slow it down and the characters show what it looks like but sometimes when it comes down to drawing it it'll show something different and last thing for some reason i cannot buy the 1 month plan or the other ones it just says the play store is being forced to stop i'd like to buy a plan so it'd make it easier for me to not lose my streak,0.8551,0.161,0.064,positive,3,Pricing & value
"Excellent app. I would like to suggest allowing the user to select specific things to revise. I am learning Japanese and would like to revise the sentences more because the structure is so different. I cannot revise only the sentences at the moment. Other than a lack of targeted revision, this app is fantastic",4,2025-07-05 11:59:48,332,play_store,Duolingo,"Excellent app. I would like to suggest allowing the user to select specific things to revise. I am learning Japanese and would like to revise the sentences more because the structure is so different. I cannot revise only the sentences at the moment. Other than a lack of targeted revision, this app is fantastic",excellent app i would like to suggest allowing the user to select specific things to revise i am learning japanese and would like to revise the sentences more because the structure is so different i cannot revise only the sentences at the moment other than a lack of targeted revision this app is fantastic,0.886,0.23,0.036,positive,3,Pricing & value
"This app has undergone many changes in just the past couple of years. Once, it contained lessons, lectures, explanations of grammatical and syntactical structures, and comment threads for learners to ""study together,"" to engage with each other to offer a hand where needed. It used to offer techniques to guide users away from making mistakes. The developers have removed those features, as well as the opportunity to practice. If you can't practice, you can't learn; I advise choosing another app.",1,2024-10-31 19:37:42,325,play_store,Duolingo,"This app has undergone many changes in just the past couple of years. Once, it contained lessons, lectures, explanations of grammatical and syntactical structures, and comment threads for learners to ""study together,"" to engage with each other to offer a hand where needed. It used to offer techniques to guide users away from making mistakes. The developers have removed those features, as well as the opportunity to practice. If you can't practice, you can't learn; I advise choosing another app.",this app has undergone many changes in just the past couple of years once it contained lessons lectures explanations of grammatical and syntactical structures and comment threads for learners to study together to engage with each other to offer a hand where needed it used to offer techniques to guide users away from making mistakes the developers have removed those features as well as the opportunity to practice if you can't practice you can't learn i advise choosing another app,0.7906,0.119,0.028,positive,3,Pricing & value
"Pretty fun and still can challenge. So far doing good at learning Spanish. The video calls can be frustrating since the accents can make the words hard to hear/understand (I dom't have that really good hearing). It would be nice if there was an option to turn on subtitles/closed captions to make it easier. Because of having a hard time hearing o slip the video calls unless it's one of the daily quests, which reduces ones ability to fully learn. Please fix this.",3,2025-04-30 19:00:51,99,play_store,Duolingo,"Pretty fun and still can challenge. So far doing good at learning Spanish. The video calls can be frustrating since the accents can make the words hard to hear/understand (I dom't have that really good hearing). It would be nice if there was an option to turn on subtitles/closed captions to make it easier. Because of having a hard time hearing o slip the video calls unless it's one of the daily quests, which reduces ones ability to fully learn. Please fix this.",pretty fun and still can challenge so far doing good at learning spanish the video calls can be frustrating since the accents can make the words hard to hear understand i dom't have that really good hearing it would be nice if there was an option to turn on subtitles closed captions to make it easier because of having a hard time hearing o slip the video calls unless it's one of the daily quests which reduces ones ability to fully learn please fix this,0.958,0.238,0.055,positive,4,Other
"The app has been around a long time and is a fun way to learn vocab. It certainly isn't a good way to actually learn a language. They have made changes in the last year or so that have made it annoying at best. Speaking exercises no longer listen for the words in order, just the words. There are fewer exercises that aren't centered around AI voices. There are more ads now than I remembered in years past. I am lucky to be part of a Family Plan. For now. I don't think I could stand it without.",3,2025-05-20 07:23:46,30,play_store,Duolingo,"The app has been around a long time and is a fun way to learn vocab. It certainly isn't a good way to actually learn a language. They have made changes in the last year or so that have made it annoying at best. Speaking exercises no longer listen for the words in order, just the words. There are fewer exercises that aren't centered around AI voices. There are more ads now than I remembered in years past. I am lucky to be part of a Family Plan. For now. I don't think I could stand it without.",the app has been around a long time and is a fun way to learn vocab it certainly isn't a good way to actually learn a language they have made changes in the last year or so that have made it annoying at best speaking exercises no longer listen for the words in order just the words there are fewer exercises that aren't centered around ai voices there are more ads now than i remembered in years past i am lucky to be part of a family plan for now i don't think i could stand it without,0.7502,0.114,0.066,positive,3,Pricing & value
